pair_id,root,commentary,label
seni_38,"vicitraṃ karmamudraiva dharmamudrā vipākajā |
vilakṣaṇaṃ mahāmudrā vimardaḥ samayo bhavet || SeNi 38 ||",vidyāgurūṇām idānīṃ stutinamaskārau karoti abhivandyeti | śiṣyadhīpadminīnāṃ ravīn iva vikāsakān gurūnādau vande | tato vārttikaṃ kariṣye | teṣām eva prasādena dṛṣṭenārthatattvopadeśenādṛṣṭena ca stutinamaskārabhuvā | gurvanugamanādayo 'pi hy ācārapramāṇakā eva | vārttikagrahaṇena ca duruktabhaṅgam anuktavacanaṃ ca samādhatte | mīmāṃsāśabdena nyāyaśāstram idam ato nyāyānusāreṇādhikaraṇabhaṅgādyadūṣaṇam iti darśayati | ślokapadena ca lāghavavikāsaṃ kṣipāma iti darśayati | tataś ca sūtritaprāyam imam artham avahitā jijñāsavo bhāvayiṣyantīti tātparyārtha iti ||,0
ssa_1.3,"labdhatvatsaṃpadāṃ bhaktimatāṃ tvatpuravāsinām  |
sañcāro lokamārge 'pi syāttayaiva vijṛmbhayā || 1.3 ||","labdhatvaditi | ye samāveśamayapraśastabhaktiyuktāḥ ata eva labdhatvatsaṃpadaḥ tvatpureviśvapūrake tvatsvarūpe vasanti tacchīlāḥ teṣāṃ lokamārge api yaḥ sañcāraḥ vyavahāraḥ, sa tayaiva samāveśarasānandamayyā, vijṛmbhayā vikasvaratayā syāt bhavatyeva | atha ca ye labdhalaukikaśriyaḥ tvadbhaktāḥ tvanmaṇḍalavāsinaḥ te sarve spṛhaṇīyatvāt sadā vibhūtimuditā iti samāsoktyā gamayati |",1
bca_5.67,"evaṃ te rakṣataś cāpi mṛtyur ācchidya nirdayaḥ |
kāyaṃ dāsyati gṛdhrebhyas tadā tvaṃ kiṃ kariṣyasi || 5.67 ||",he deva he hare tvaṃ jaya jaya | svaśaraṇāgatasakalajanaramaṇa tvaṃ sarvotkṛṣṭatayā vartasva | he śritakamalākucamaṇḍala | śritamāśritaṃ kamalāyāḥ lakṣmyāḥ kucamaṇḍalaṃ kucābhogaḥ yena sa tathā tasya saṃbodhane | he śritakamalākucamaṇḍala | punaḥ kiṃbhūta | he dhṛtakuṇḍala | dhṛtaṃ kuṇḍalaṃ yena sa tathā tasya saṃbodhane | punaḥ kiṃbhūta | he kalitalalitavanamāla | kalitā svīkṛtā lalitā manoharā vanamālā yena sa tathā tasya saṃbodhane | he kalitalalitavanamāla | he hare he deva jaya jaya jayayukto bhava | sarvotkarṣeṇa vartasva |,0
gg_1.44,"karatalatālataralavalayāvalikalitakalasvanavaṃśe |
rāsarase saha nṛtyaparā hariṇā yuvatī praśaśaṃse ||",rāsarase gopī krīḍāyāṃ kāpi yuvatiḥ hariṇā śrīkṛṣṇena praśaśaṃse tuṣṭuve | kimbhūtā | tena saha nṛtyaparā | kimbhūte | karatalatālataralavalayāvalikalitakalasvanavaṃśe | karāṇāṃ talāni teṣāṃ tālāḥ vādyaprakārāḥ taistaralāścañcalāśca valayāvalayo bhūṣaṇaviśeṣarājayaśca | tābhiḥ kalito viśeṣitaḥ kalasvano madhuradhvanirvaśo yatra tathā tasmin |,1
cmt_1.10,"gurau bhaktaḥ kṛpāluś ca mantrayānaparāyanaḥ |
bhaktaś caṇḍeśvare nityaṃ tasya tantraṃ pradarśayet || 1.10 ||",gurau upadeśadātari | bhaktaḥ | gurvārādhanakrameṇa kāyavākcittoḥ sevanāt | kṛpāluḥ sarvasattvaduḥkhoddharaṇamānasaḥ | mantrayānaṃ mantranayaḥ | tantraparāyaṇas tadekāśaktaḥ | caṇḍeśvare caṇḍamahāroṣaṇe ||,1
seni_18,"bhagavadgītāyām api—
nāsato vidyate bhāvo nābhāvo vidyate sataḥ |
ubhayor api dṛṣṭo 'nto hy anayos tattvadarśibhiḥ || SeNi 18 ||","ataḥ idam api prātimokṣaniṣiddhaṃ nācaraṇīyam ity āha.

kheṭasya śleṣmaṇo visarjanam apāvṛtaṃ na kuryāt. jale sthale bhogya upabhogye mūtrapurīṣāder api kutsitam. atrāpi devatādyavadhyānād apuṇyaṃ prasavet.",0
bca_5.105,"śikṣāsamuccayo 'vaśyaṃ draṣṭavyaś ca punaḥ punaḥ |
vistareṇa sadācāro yasmāt tatra pradarśitaḥ || 5.105 ||",maṇḍala ityādi | etat tantroktamaṇḍala iti bhāvaḥ | samāhito ’nuddhatakāyavāṅmanovyāpārāt | śraddhā abhisampratyayaḥ | yatna udyogaḥ ||,0
taraa_4,"ānandarūpaṃ svavid aprakampyaṃ
vedāntinaḥ sādhyam uṣanti śāntam |
saśrāvakāḥ khaḍgajināś ca sādhyam
icchanti rūpādyupadher virāmam || 4 ||","prakṣiptam api vyākhyāyate—ambha iti || ambhobindūnāṃ varṣodabindūnāṃ grahaṇe | ""sarvaṃ sahāpatitam ambu na cātakasya hitam"" iti śāstrād bhūspṛṣṭodakasya teṣāṃ rogahetutvād antarāla eva svīkāre caturāṃś cātakān vīkṣyamāṇāḥ kautukāt paśyantaḥ śreṇībhūtā baddhapaṅktiḥ || abhūtatadbhāve cviḥ || balākā bakapaṅktīḥ parigaṇanayaikā dve tisra iti saṅkhyānena nirdiśanto hastena darśayantaḥ siddhāḥ stanitasamaye tvaṅgarjitakāle sotkampāny utkampapūrvakāṇi priyasahacarīṇāṃ saṃbhrameṇāliṅgitāny āsādya | svayaṃ grahaṇāśleṣasukham anubhūyety arthaḥ || tvāṃ mānāyaṣyanti | tvannimittatvāt sukhalābhasyeti bhāvaḥ ||",0
cmt_1.2,"atha bhagavān vajrasattvaḥ kṛṣṇācalasamādhiṃ samāpadyedam udājahāra |
bhāvābhāvavinirmuktaś caturānandaikatatparaḥ |
niṣprapañcasvarūpo ‘haṃ sarvasaṃkalpavarjitaḥ ||1.2||","evaṃ mayetyādyāha saṅgītikāraḥ | nidānavākyaṃ etat | yasmāt saṅgītikāreṇa sūtratantrādāv avaśyaṃ vaktavyaṃ | bhagavato vacanāt | tathā ca | evaṃ mayā śrutam iti kṛtvā bhikṣavo mama dharmaḥ saṅgātavyam ityādi | evaṃ sati | 

śraddhāvatāṃ pravṛttyaṅgaṃ śāstā parṣac ca sākṣiṇi | 
deśakālau ca nirdiṣṭau svaprāmāṇyaprasiddhaye || iti pratipāditaṃ bhavati ||

tatra | evam iti yathā saṃgāsyāmi | mayety anena viparītaśrutaparaṃparāśrutayor nirāsaḥ | etenātmanaḥ sākṣāt śrutam aviparītaṃ ca pratipādayati | śrutam iti śrotajñānenādhigatam | ekasmin samaya iti | ekasmin kāle | anyasmin kāle tv anyad api śrutam ity arthaḥ | etenātmano bāhuśrutyam etattantrasya daurlabhyaṃ ca pratipādayati | bhagavān iti | bhagā aiśvaryādayaḥ | tathā ca | aiśvaryasya samagrasya jñānasya yaḥ yaśasaḥ śriyaḥ rūpasyātha prayatnasya ṣaṇṇāṃ bhagasya iti śrutiḥ || tāni vidyante 'syeti rāgādikleśabhañjanād vā | 
vajrasattva iti | vajram abhedyaṃ sattvam arthakriyākāritvam asyeti | athavā vajra iva vajraḥ sa cāsau sattvaḥ prāṇī ceti | sarvetyādi | sarve ca te tathāgatāś ca teṣāṃ kāyavākcittaṃ jīvaccharīra tasya hṛdayam atyantābhilaṣaṇīyatvāt | tad eva vajradhātvīśvarībhagam ||

vajro liṅgaṃ tasya dhātuḥ sāṃvṛtavivṛtatvalakṣaṇaḥ | bodhicittaṃ tasyeśvarī vā prajñā vajradhātunā sevitatvāt tasyāḥ | tadvarāṅge bhage vijahāreti | vihṛtavān vajrapadmasaṃyogena sampuṭayogena sthitavān ity arthaḥ | ayaṃ ca vihāraḥ prākṛtajanasyāpy atyantagupto bhavati kiṃ punar bhagavato vajrasattvasya | tataś cārthād uktaṃ bhavati | sumerugirimūrdhnivajrasatvabhūmau vajramaṇiśikharakūṭāgāre viharati smeti | etena śāstrā kālo deśaś coktaḥ ||

parṣadaṃ vaktum āha | anekaiścetyādi | vajrayoginaḥ | śvetācalādayaḥ | vajrayoginyo mohavajryādayaḥ | teṣām tāsāṃ ca gaṇāḥ samūhā ekarasāktāḥ bahuvacanaṃ tv ekavacanasyāpi pañcatathāgatātmatvāt ||

tadyathetyupadarśane | śvetācaleneti bhagavato bhagavatīdehagatarūpajñānena | evaṃ pītācaleneti | bhagavatīdehagatagandhajñānena | raktācaleneti | bhagavatīdehagatarasajñānena | śyāmācaleneti | bhagavatīdehagatasparśajñānenana || 

mohavajryā ceti | bhagavatyo bhagavaddehagatarūpajñānena | piśunavajryā ceti bhagaddehagatagandhajñānena | rāgavajryā ceti bhagavaddehagatarasajñānena | īrṣyāvajryā ceti bhagavaddehagatasparśajñānena | svayaṃ tu bhagavān bhagavatīdehagataśabdajñāne rūpaḥ | bhagavatī tu bhagavaddehegataśabdajñānarūpā ato naitat prabhedaḥ kṛtaḥ ||

evaṃ pramukhair iti | evaṃprakāraiḥ | cakṣuṣā ghrāṇena rasanayā kāyena śrotreṇa rūpeṇa vedanayā saṃjñayā saṃskāreṇa vijñānena pṛthivyā jalena tejasā vāyūnā ākāśena ityādibhir ityarthaḥ | etenaivamvidhe vihāre parṣaddevyopyetāddṛśyo bodhicitte tu kathitaṃ bhavati ||",0
seni_17,"tyaja dharmam adharmaṃ ca ubhe satyānṛte tyaja |
ubhe styānṛte tyaktvā yena tyajasi tat tyaja || SeNi 17 ||","īrṣyāmalaprakṣālanām āha.

parakīyaguṇavardhanavacaneṣu tatparitoṣaṇāya sādhu sādhu bhadrakam idam iti śabdam adhyāśayenoccārayet. kuśalakarmakāriṇam api dṛṣṭvā sādhu kṛtam dhanyo bhavān sukṛtakarmakārītyādibhiḥ stutivacanaiḥ protsāhayet.",0
bca_5.70,"kāye naubuddhim ādhāya gatyāgamananiścayāt |
yathākāmaṅgamaṃ kāyaṃ kuru sattvārthasiddhaye || 5.70 ||","saṃprajanyasya utpattisthairyayoḥ smṛtireva kāraṇamiti kathayann āha.

yadā smṛtir manogṛhadvāri kleśataskarasaṃghātānupraveśanivāriṇī dauvārikavadavasthitā bhavati, tadā saṃprajanyam ayatnata evotpadyate. utpannaṃ ca sat sthirībhavati.",0
bca_5.90,"nodāradharmapātraṃ ca hīne dharme niyojayet |
na cācāraṃ parityajya sūtramantraiḥ pralobhayet || 5.90 ||","tad eva dauṣprajñavikṣepāsamyakpraṇidhivipakṣābhibhūtirahitatvenāha mahādhyānetyādi |

tatrāsyāṃ gāthāyāṃ dhyānaprajñayor vyatyayo draṣṭavyaḥ | tataś cāyam arthaḥ | mahāprajñāśarīradhṛg iti vajradhūpā | mahati prajñā mahāprajñā saiva śarīraṃ tad dhārayatīti mahāprajñāśarīradhṛk || mahādhyānasamādhistha iti vajrapuṣpā | samādhiś cittasyaikāgratālakṣaṇas tasmiṃs tiṣṭhatīti samādhisthaḥ | mahac ca tad dhyānaṃ ca mahādhyānaṃ mahattvaṃ caturdhyānātmakatvāt | teṣu caturṣu dhyāneṣu samādhisthaḥ || praṇidhir iti vajradīpā | praṇidhīyata iti praṇidhiḥ | bodhisattvānāṃ praṇidhānavaśād utpatteḥ || mahopāya iti vajragandhā | mahāṃś cāsāv upāyaś ca mahopāyaḥ | tata evopāyabalenāśeṣānavaśeṣasya sattvadhātor yathāśayābhiprāyaparipūraṇāt || 

ata eva prajñādhyānapraṇidhyupāyapāramitālakṣaṇatayā bāhyapūjācatuṣṭayātmakam iti ||

sāmbhogikamārgaprītihetubhāvena balajñānayor dharmadhātvavatārasvabhāvatvāt tayor eva balajñānayoḥ pravibhāgaḥ | tatra balaṃ śraddhādipañca | jñānaṃ darśanamārge bhāvanāmārge ca | tatra darśanamārge bodhyaṅgeṣu | bhāvanāmārga āryāṣtāṅgeṣu || 

tataś ca śraddhāvīryasmṛtisamādhirūpatayā dvārapālacatuṣṭayātmakaṃ mahāyānābhisampratyayapravṛttitannairantaryasantuṣṭikāraṇatvāt ||",0
bca_5.50,"yadātmotkarṣaṇābhāsaṃ parapaṃsanam eva ca |
sādhikṣepaṃ sasaṃrambhaṃ sthātavyaṃ kāṣṭhavat tadā || 5.50 ||","ātmotkarṣaṇaṃ svaguṇātiśayaprakāśanam. tadābhāsaṃ tatpratibhāsaṃ tadvikalpanāt. parapaṃsanaṃ paravigrahaḥ doṣāviṣkaraṇaṃ vā, tadyuktam. adhikṣepaḥ parasya vacanatiraskāraḥ. saṃrambhaḥ sadākalivivādanimittacittapradoṣaḥ. ubhayatra saha tena vartata iti vigrahaḥ. evaṃ yadā paśyet svakaṃ manaḥ, sthātavyaṃ kāṣṭhavat tadeti sāmānyoktam abhisaṃbadhyate.",1
cmt_2.6,"vajrāvalīṃ tu tenaiva aṣṭastambhāṃś ca kalpayet |
dvārāt triguṇitaṃ kuryāt dvāratoraṇam uttamam || 2.6 ||",hariṇadvayaveṣṭitāṃ kuryāt | tadadhaḥ kramaśīrṣapaṭṭikāṃ dadyāt | toraṇapārśvadvaye tu yathāśobhaṃ vajrāradvayaṃ dadyāt | cihnadvayaṃ koṇacchatraṃ ca | evaṃ yathāśobhaṃ darpaṇacāmarādikaṃ likhet | maṇḍalasya catuḥkoṇebhyo niḥśaṅka nānārūpān kalpavṛkṣān saṃlikhet ||,1
bca_5.84,"evaṃ buddhvā parārtheṣu bhavet satatam utthitaḥ |
niṣiddham apy anujñātaṃ kṛpālor arthadarśinaḥ || 5.84 ||","tasmāt sarvakalmaṣaparityāgena iyam ucitā karmakāritā śikṣaṇīyety āha.

sarvāvadyavinirmuktatvād viśvastam. ānupūrvyā vyavasthitapadam. asaṃdigdhārtham. manaḥprahlādanakaram. śravaṇāpy āyakam. karuṇārasaniṣyandabhūtaṃ na rāgādinidānam. mṛdusvaramakarkaśavacanam. mandasvaraṃ yāvatā dhvaninā pratipādyasya pratītiḥ syāt, na tato nyūnaṃ nātiriktam udīrayan.",0
bca_5.85,"vinipātagatānāthavratasthān saṃvibhajya ca |
bhuñjīta madhyamāṃ mātrāṃ tricīvarabahis tyajet || 5.85 ||",he amalakamaladalalocana | amalaṃ śuddhaṃ yat kamalaṃ tasya dalaṃ tadvallocane yasya tasya saṃbodhane | punaḥ kiṃbhūta | bhavamocana | bhavāt saṃsārānmocayatīti muktiṃ prāpayatīti tasya saṃbodhanam | punaḥ kiṃbhūta | tribhuvanabhavananidhāna | trayāṇāṃ bhuvanānāṃ samāhārastribhuvanaṃ tasya bhavanam utpattiḥ tasya yā avidyā tayā parikalpitaṃ tasya nidhānam ādhāraḥ tasya saṃbodhanam | athavā tribhuvanameva bhavanamiva bhavanam āśrayaḥ |,0
cmt_3.2,"atha bhagavān āha | 
ādau triśaraṇaṃ dadyāt pañcaśikṣāś ca poṣadham |
tataḥ pañcābhiṣekaṃ tu guhyaṃ prajñāṃ ca śeṣataḥ || 3.2 ||",ādāv ityādikam uddeśaḥ ||,1
bca_5.15,"sahāpi vākcharīrābhyāṃ mandavṛtter na tat phalam |
yat paṭor ekakasyāpi cittasya brahmatādikam || 5.15 ||",he keśava | dhṛtavāmanarūpa | dhṛtaṃ vāmanaṃ rūpaṃ yena sa tathā tasya saṃbodhanam | he adbhutavāmana | tvaṃ baliṃ chalayasi pravañcayasi | kasmin viṣaye | vikramaṇe | viḥ pakṣī viruddhaḥ tasyākramaṇaṃ tasmin iti dhvaniḥ | vikramaṇaviṣaye he padanakhanīrajanitajanapāvana | padasya nakhāḥ padanakhāḥ teṣāṃ nīraṃ jalaṃ tena janitaṃ utpāditaṃ janāya pāvanaṃ pavitrībhāvo yenaṃ sa tathā tasya saṃbodhanam |,0
