pair_id,root,commentary,label
bca_5.105,"śikṣāsamuccayo 'vaśyaṃ draṣṭavyaś ca punaḥ punaḥ |
vistareṇa sadācāro yasmāt tatra pradarśitaḥ || 5.105 ||","śikśāsamuccaye 'pi bodhisattvānāṃ karaṇīyam upadiṣṭam iti tad api nirūpaṇīyam ity āha.

śikśāsamuccayo 'pi svayam ebhir eva kṛtaḥ. avaśyaṃ niyamena. draṣṭavyaḥ punaḥpunar asakṛt, abhyasanīya iti bhāvaḥ. kutaḥ? yasmāt satāṃ bodhisattvānām ācaraṇam ācāra itikartavyatā. tatra śikṣāsamuccaye vistareṇa prabandhena pradarśitaḥ vispaṣṭīkṛtya prakāśitaḥ.",1
bca_5.105,"śikṣāsamuccayo 'vaśyaṃ draṣṭavyaś ca punaḥ punaḥ |
vistareṇa sadācāro yasmāt tatra pradarśitaḥ || 5.105 ||","mudrāṇāṃ bodhārthaṃ sveṣṭadevatāprabhāvaṃ darśayann āha—mudrās tāvad ityādi | śabareśasyeti siddhaśrīśabarapādasya | śeṣaṃ subodham ||

idānīṃ puṇyapariṇāmanayā grantham upasaṃharann āha—",0
bca_5.106,"saṅkṣepeṇāthavā tāvat paśyet sūtrasamuccayam |
āryanāgārjunābaddhaṃ dvitīyaṃ ca prayatnataḥ || 5.106 ||","tasmāt yadi tasyābhyāse 'śaktiḥ, tadā nānāsūtraikadeśānāṃ vā samuccayamebhir eva kṛtaṃ saṃkṣepeṇa paśyed vyavalokayed granthato 'rthato vā. atrāpi pūrvakam eva prayojanam. yadi vā āryanāgārjunapādair nibaddhaṃ dvitīyaṃ śikṣāsamuccayaṃ sūtrasamuccayaṃ ca paśyet prayatnataḥ ādarataḥ. yad iha na dṛśyate, tat tatra dṛśyate iti bhāvaḥ.",1
bca_5.106,"saṅkṣepeṇāthavā tāvat paśyet sūtrasamuccayam |
āryanāgārjunābaddhaṃ dvitīyaṃ ca prayatnataḥ || 5.106 ||","kaḥ punar evaṃ sati guṇaḥ syād ity āha.

yasmād evaṃ manasikāreṇa vicaran vanitājanamadhye 'pi prāsādapṛṣṭhe 'yam anivāryo 'tiśayena kāmarāgeṣu. tenedam uktaṃ yatir dhīra iti. asmin manasikāre nidhyaptacittaḥ. na khaṇḍayate śikṣārakṣaṇamanasikārān na skhalati.",0
bca_5.107,"yato nivāryate yatra yad eva ca niyujyate |
tal lokacittarakṣārthaṃ śikṣāṃ dṛṣṭvā samācaret || 5.107 ||","niyamena śikṣādarśane 'pi sākalyena sarveṣām upayogam āha.

yato heyād akaraṇīyān nivāryate, na karaṇīyam etad iti pratiṣidhyate yatra śikśāsamuccaye sūtrasamuccaye vā. yad eva karma kartavyatayā niyujyate vidhīyate, tat prasiddhaṃ vihitaṃ vā. lokānāṃ cittam āśayaḥ tasya rakṣārtham, tadyathā vikopitaṃ na syāt. śikṣāṃ dṛṣṭvā śikṣāsamuccayādiṣu. pratipādaṃ samācaret, yatra yad yathā yujyate, tatra tathā vyavaharet. anyathā arthasaṃmūḍhavyavahārasyāpattikaśmalatā syāt.

etāvatā ātmabhāvasya śuddhir ākhyātā. yad āha-

	ātmabhāvasya kā śuddhiḥ pāpakleśaviśodhanam |
	saṃbuddhoktyanusāreṇa yatnābhāve tvapāyagaḥ || (Śikṣāsamuccaya 19)

iti.",1
bca_5.107,"yato nivāryate yatra yad eva ca niyujyate |
tal lokacittarakṣārthaṃ śikṣāṃ dṛṣṭvā samācaret || 5.107 ||","idānīṃ vedāntavādino vakṣyamāṇāmnāyakramāgatasya kadācid evaṃ varṇanaṃ syāt | atas tatpratipattyā sukhena tattyāgārthaṃ pūrvārdham āha—atīndriyam ityādi |

	indriyāṇi parāṇy āhur indriyebhyaḥ paraṃ manaḥ | 
	manasas tu parā buddhir yo buddheḥ paratas tu saḥ ||

ity ukte śeṣaṃ subodham ||",0
bca_5.108,"etad eva samāsena saṃprajanyasya lakṣaṇam |
yat kāyacittāvasthāyāḥ pratyavekṣā muhur muhuḥ || 5.108 ||","yaduktam—sadā smṛtisaṃprajanyacāriṇā bhavitavyam iti, tataḥ smṛteḥ svanāmnaiva svarūpaṃ pratītam. saṃprajanyasya tu na jñāyate kīdṛśam iti tatsvarūpapratipattaye prāha.

yatkāyāvasthāyāḥ cittāvasthāyāś ca sarveryāpatheṣu pratyavekṣā nirūpaṇaṃ sarvavāraṃ yathā pratipāditaṃ prāk.",1
bca_5.108,"etad eva samāsena saṃprajanyasya lakṣaṇam |
yat kāyacittāvasthāyāḥ pratyavekṣā muhur muhuḥ || 5.108 ||","tasmāt yadi tasyābhyāse 'śaktiḥ, tadā nānāsūtraikadeśānāṃ vā samuccayamebhir eva kṛtaṃ saṃkṣepeṇa paśyed vyavalokayed granthato 'rthato vā. atrāpi pūrvakam eva prayojanam. yadi vā āryanāgārjunapādair nibaddhaṃ dvitīyaṃ śikṣāsamuccayaṃ sūtrasamuccayaṃ ca paśyet prayatnataḥ ādarataḥ. yad iha na dṛśyate, tat tatra dṛśyate iti bhāvaḥ.",0
bca_5.109,"kāyenaiva paṭhiṣyāmi vākpāṭhena tu kiṃ bhavet |
cikitsāpāṭhamātreṇa rogiṇaḥ kiṃ bhaviṣyati || 5.109 ||","sarvam etaduktaśikṣākauśalaṃ karmaṇā niṣpādayitavyaṃ na vacanamātreṇeti niyamayitum āha.

manaḥpūrvaṃgamatvāt kāyavyāpārasya, so 'py anenaiva pratipāditaḥ. pratipattyā sarvaṃ saṃpādayiṣyāmi, na tu śabdamātraghoṣaṇayā niṣphalatvād iti bodhisattvena yatitavyam. katham iva? vaidyakaśāstrādhyayanamātreṇa tatkriyām akurvato vyādhigrastasya kiṃ phalaṃ niṣpatsyate? tāvanmātreṇa rogasya tasyāvinivṛtteḥ. na kiṃcid iti bhāvaḥ. tasmāt sarvam etat kriyānuṣṭhānena niṣpādayitavyam iti.

iti prajñākaramativiracitāyāṃ bodhicaryāvatārapañjikāyāṃ saṃprajanyarakṣaṇaṃ nāma pañcamaḥ paricchedaḥ ||",1
bca_5.109,"kāyenaiva paṭhiṣyāmi vākpāṭhena tu kiṃ bhavet |
cikitsāpāṭhamātreṇa rogiṇaḥ kiṃ bhaviṣyati || 5.109 ||","śikśāsamuccaye 'pi bodhisattvānāṃ karaṇīyam upadiṣṭam iti tad api nirūpaṇīyam ity āha.

śikśāsamuccayo 'pi svayam ebhir eva kṛtaḥ. avaśyaṃ niyamena. draṣṭavyaḥ punaḥpunar asakṛt, abhyasanīya iti bhāvaḥ. kutaḥ? yasmāt satāṃ bodhisattvānām ācaraṇam ācāra itikartavyatā. tatra śikṣāsamuccaye vistareṇa prabandhena pradarśitaḥ vispaṣṭīkṛtya prakāśitaḥ.",0
bca_5.10,"phalena saha sarvasvatyāgacittāj jane 'khile |
dānapāramitā proktā tasmāt sā cittam eva tu || 5.10 ||","yady evaṃ neṣyate, kathaṃ sā bhavatīty āha.

sarvasvaṃ bāhyādhyātmikaṃ sarvaṃ vastu dānaṃ dānaphalaṃ ca sarvasattvebhyaḥ parityajato 'bhyāsena prakarṣagamanād yadāpagatamātsaryamalaṃ nirāsaṅgatayā cittam utpadyate, tadā dānapāramitā niṣpannety ucyate. tasmāt sā cittam eva nānyā dānapāramitā.",1
bca_5.10,"phalena saha sarvasvatyāgacittāj jane 'khile |
dānapāramitā proktā tasmāt sā cittam eva tu || 5.10 ||","śikśāsamuccaye 'pi bodhisattvānāṃ karaṇīyam upadiṣṭam iti tad api nirūpaṇīyam ity āha.

śikśāsamuccayo 'pi svayam ebhir eva kṛtaḥ. avaśyaṃ niyamena. draṣṭavyaḥ punaḥpunar asakṛt, abhyasanīya iti bhāvaḥ. kutaḥ? yasmāt satāṃ bodhisattvānām ācaraṇam ācāra itikartavyatā. tatra śikṣāsamuccaye vistareṇa prabandhena pradarśitaḥ vispaṣṭīkṛtya prakāśitaḥ.",0
bca_5.11,"matsyādayaḥ kva nīyantāṃ mārayeyaṃ yato na tān |
labdhe viraticitte tu śīlapāramitā matā || 5.11 ||","śīlapāramitā tu sutarāṃ cittam evety ata āha.

prāṇātipātādisarvāvadyaviraticittam eva hi śīlam, na punas tadāśrayabhūtabāhyaviṣayanivṛttisvabhāvam. yadi punar vadhādiviṣayavastvabhāvena tadvadhādyabhāvāc chīlaṃ syāt, tadā te matsyādayaḥ kva nīyantāṃ yatra teṣāṃ darśanaṃ na syāt? anyathā tadvadhādyupakrame śīlaṃ na syāt. na caivam. tasmāt teṣu vidyamāneṣv api labdhe viraticitte nivṛttimanasikāre śīlapāramitā matā saṃmatā tatsvabhāvavidām. tasmāt sā cittam eva.",1
bca_5.11,"matsyādayaḥ kva nīyantāṃ mārayeyaṃ yato na tān |
labdhe viraticitte tu śīlapāramitā matā || 5.11 ||","punar evaṃ karaṇīyam ity atrārthe dṛḍham abhiniveśaṃ darśayann āha.

civarapiṇḍapātādayo naśyantu. vilayaṃ yāntu mama kāmaṃ yatheṣṭam. satkāro gauraveṇāsanadānapādavandanādipūjā kāyo jīvitaṃ ca sarvam etan naśyatu. anyad api yatkiṃcit sukhasaumanasyanimittaṃ tad api naśyatu. kuśalaṃ punar mama cittaṃ mā kasmiṃścid api kāle naṅkṣīd iti.",0
bca_5.12,"kiyato mārayiṣyāmi durjanān gaganopamān |
mārite krodhacitte tu māritāḥ sarvaśatravaḥ || 5.12 ||","kṣāntipāramitāpi na cittād bhinnety āha.

parāpakārādisaṃbhave 'pi cittasyākopanatā kṣāntiḥ. anyathā yadi sarvaśatrūṇāṃ tadvinipātanena vairaniryātanaṃ kṛtavataḥ kenacid vairābhāvād upaśāntavairasya na kaścid apakārī syād iti marṣaṇaṃ kṣāntiḥ, tadā etad aśakyānuṣṭhānam. śatravo hi gaganasamatvād aparyantāḥ. teṣāṃ māraṇam aśakyam. tasmāt krodhādinivṛtticittam eva teṣām upāyena māraṇam iva, tatkṛtāpakārasyāgaṇanāt, janmāntaravairāsaṃbhavāc ca māritaprāyāste.",1
bca_5.12,"kiyato mārayiṣyāmi durjanān gaganopamān |
mārite krodhacitte tu māritāḥ sarvaśatravaḥ || 5.12 ||","asahiṣṇv asahanaśīlam. alasaṃ kriyāsu akarmaṇyam, kusīdam ity arthaḥ. bhītaṃ kāyajīvitabhīru bhayahetubhyo vā. pragalbhaṃ dhṛṣṭam. mukharaṃ durvacaskam, yuktāyuktamanapekṣyābhidhāyakaṃ vā. svapakṣeḥ śiṣyāntevāsijñātisālohitādau abhiniviṣṭaṃ pakṣapātātiśayavat.",0
bca_5.13,"bhūmiṃ chādayituṃ sarvāṃ kutaś carma bhaviṣyati |
upānaccarmamātreṇa channā bhavati medinī || 5.13 ||","atrāśakyatāyām apy upāyena pravṛttau dṛṣṭāntopadarśanena śakyatām āha.

kaṇṭakādyupaghātarakṣaṇārthaṃ pṛthvī chādayitum ucitā. na caitac chakyam, tāvataś carmaṇo 'bhāvāt, bhāve 'pi chādanasyāśakyatvāt. upāyena punaḥ śakyam. upānahaś carmaṇā kevalena sarvā bhūmiś chāditā bhavati.",1
bca_5.13,"bhūmiṃ chādayituṃ sarvāṃ kutaś carma bhaviṣyati |
upānaccarmamātreṇa channā bhavati medinī || 5.13 ||",ātmasattvavaśaṃ svaparāyattaṃ sarvakālam. kiṃ sarvatra? na. anavadyeṣu vastuṣūbhayasāvadyaśūnyeṣu. kiṃvat? nirmāṇam iva nirmitavat. vigatamānaṃ mānasaṃ dhārayāmi. eṣo 'ham iti bodhisattvo manasi niveśayet.,0
bca_5.14,"bāhyā bhāvā mayā tadvac chakyā vārayituṃ na hi |
svacittaṃ vārayiṣyāmi kiṃ mamānyair nivāritaiḥ || 5.14 ||","dṛṣṭāntoktam arthaṃ prakṛte yojayan nāha.

śatruprabhṛtayo bhāvā mayā vārayitum aśakyāḥ. tadvat medinīcarmacchādanavad apakārakriyāyāḥ. ataḥ svacittam eva śakyaṃ vārayiṣyāmi. anyavāraṇasyāpārthakatvāt, svacittavāraṇād eva tatsiddheḥ. tasmāt sā cittam eva.",1
bca_5.14,"bāhyā bhāvā mayā tadvac chakyā vārayituṃ na hi |
svacittaṃ vārayiṣyāmi kiṃ mamānyair nivāritaiḥ || 5.14 ||","idānīṃ vijñānavādāśaṅkāṃ tadapagame cocchedāśaṅkāṃ ca nirākartum āha—

tathatām ityādi | tathatāṃ bhūtakoṭīṃ ye paśyanti sākṣāt kurvanti madhyamārthānusārataś catuḥkoṭivirahatas te dhanyās tattvavidaḥ | tat kim ucchedena | naiva | saṃvidā saṃvedanena yady aśeṣollekhaparihārāt tat tattvaṃ pratyakṣam anubhūtaṃ syāt |

etac caivaṃvidhaṃ satyadvayātmakam ubhayāntarahitaṃ śūnyatākaruṇābhinnaṃ prajñopāyasvarūpaṃ sadgurupādaprasādavitter jñeyam ||",0
bca_5.15,"sahāpi vākcharīrābhyāṃ mandavṛtter na tat phalam |
yat paṭor ekakasyāpi cittasya brahmatādikam || 5.15 ||","vīryapāramitā tu kuśalotsāhasvabhāvātivispaṣṭaṃ cittam evety āha.

vacanakāyasahitasyāpi cittasya kuśalapakṣe mandapracārasya na tādṛśaṃ phalamupajāyate, yādṛśaṃ dhyānādiviṣaye paṭupravṛtter ekākino 'pi cittasya phalaṃ brahmabhūyādikam. tasmāt sā cittam eva.",1
